paralog1	paralog2	VK1_para1	VK1_para2	V1-2_para1	V1-2_para2	S1.1_para1	S1.1_para2	S1.2_para1	S1.2_para2	T0.1_para1	T0.1_para2	T0.2_para1	T0.2_para2	T5.1_para1	T5.1_para2	T5.2_para1	T5.2_para2	T11.1_para1	T11.1_para2	T11.2_para1	T11.2_para2	T20.1_para1	T20.1_para2	T20.2_para1	T20.2_para2	T20.3_para1	T20.3_para2
PTETEGNP06394	PTETEGNP08708	0.82133	0.463405	0.405976	0.587657	5.22505	6.19865	4.01941	4.20783	5.9323	4.10804	5.32056	4.34969	4.83678	5.76413	4.73631	4.84486	3.14056	0.929971	1.5377	1.16989	0.861637	1.41476	1.11197	1.45286	0.91234	1.28199
PTETEGNP06395	PTETEGNP08707	1.73379	10.9497	1.33633	10.5892	2.29055	10.5823	1.97247	10.7291	2.77588	7.41953	2.12336	6.37733	3.08771	7.61025	2.94553	7.1417	3.48831	6.28636	3.84805	6.36918	2.76977	8.24658	2.66616	8.89005	2.72208	3.87062
PTETEGNP06396	PTETEGNP08705	15.4759	3.42542	14.6285	4.68797	15.8724	10.2483	17.058	12.7829	15.2195	7.85381	14.7417	8.51425	20.1246	2.89098	15.426	4.27805	22.5842	2.91016	14.0521	2.5897	23.7856	11.229	21.2223	12.3341	12.6171	2.36476
PTETEGNP06397	PTETEGNP08704	2.37175	11.6803	3.32435	11.2625	4.4744	11.9967	5.6644	10.7069	3.23898	12.8035	3.87805	10.3783	3.20777	15.6029	3.83562	13.4726	4.23277	21.1431	5.19727	16.1877	3.05707	16.0317	3.62396	13.6734	3.10257	13.7361
PTETEGNP06398	PTETEGNP08703	71.389	32.8686	74.6847	32.7072	74.5785	29.5636	71.3963	26.0455	63.0103	25.7841	66.1684	22.0744	73.5951	40.4478	73.29	24.0576	77.3356	37.3877	73.6528	23.2231	65.6273	27.3709	63.1751	20.5469	74.9677	20.1029
PTETEGNP06399	PTETEGNP08702	2.48287	2.20673	1.88811	1.16715	20.7788	13.9796	20.9421	14.2359	12.0769	9.49483	10.4176	7.43389	2.90767	2.54244	4.52779	3.38767	2.1445	3.8314	3.17409	4.83275	2.22509	4.78755	3.02886	2.64983	3.23584	2.92923
PTETEGNP06400	PTETEGNP08701	64.8648	66.9378	77.403	62.7949	50.1203	55.3908	53.5775	48.8035	34.4436	36.4599	44.3868	33.8211	38.9678	27.072	46.3519	32.2327	43.9173	32.2299	55.3622	43.2561	38.1754	39.6638	40.0506	35.6517	56.9864	38.4046
PTETEGNP06401	PTETEGNP08699	47.5266	21.0064	33.9949	17.9335	37.7177	9.18973	33.7985	6.83542	48.834	12.1915	44.4839	11.8944	40.1708	13.7514	39.164	11.7646	43.6414	18.041	37.9703	11.5103	52.9467	14.3946	44.6439	11.8975	41.2327	10.8466
PTETEGNP06403	PTETEGNP08698	11.6855	1.98179	14.0421	2.47958	7.29412	2.04461	8.73055	2.60278	10.8637	2.67348	11.2015	2.7163	11.5495	2.69152	12.2762	2.58566	17.8797	3.13342	11.037	3.43614	12.4286	2.77935	12.8633	2.81011	13.0463	4.1772
PTETEGNP06404	PTETEGNP08697	0.984971	0.59555	1.1193	0.306211	1.22807	1.14132	0.994239	0.79691	0.865933	1.38314	1.13337	1.06026	1.11514	0.831125	1.41264	0.791543	0.798271	1.03011	1.16803	0.937615	1.32748	1.63888	0.806577	1.3144	0.79567	0.682426
PTETEGNP06405	PTETEGNP08696	3.20158	1.11337	3.26108	0.892092	5.13885	1.84625	4.97764	1.79614	6.37434	1.93775	5.55751	2.08375	7.52752	1.97091	6.44404	1.79317	9.25024	2.27651	9.08763	2.15582	9.02373	1.71903	7.4288	1.28444	9.06731	1.56968
PTETEGNP06406	PTETEGNP08695	1.2114	0.667454	0.860419	0.613983	1.9702	1.2958	2.15725	1.30392	1.80579	1.18982	1.90343	1.46763	2.00944	1.39603	2.495	1.87449	1.70376	1.3028	2.68076	1.67689	1.61228	1.76625	2.61989	1.98877	2.78569	1.96438
PTETEGNP06407	PTETEGNP08694	310.697	122.288	330.294	128.677	273.038	101.816	233.781	88.2394	250.143	78.0507	202.6	69.5678	222.972	99.0253	164.469	64.7981	188.356	103.327	157.081	73.1334	143.412	54.0203	111.905	42.6823	150.811	63.3295
PTETEGNP06408	PTETEGNP08693	39.9553	10.492	62.2831	14.2221	40.9426	10.8133	63.7951	14.0278	48.6898	13.1614	77.603	17.007	21.2442	3.47122	27.3039	5.0221	7.10383	1.64948	7.25524	1.51101	5.83319	1.15444	8.74343	1.43964	9.6415	2.2744
PTETEGNP06409	PTETEGNP08692	0.756379	3.82698	0.652508	3.12132	1.97683	5.89473	1.19303	4.92537	1.65344	3.28637	1.18156	2.68417	1.42205	5.35959	1.44179	3.05723	0.761534	6.86631	0.960033	4.56494	0.511502	7.82107	0.335167	4.60743	0	3.59318
PTETEGNP06411	PTETEGNP08691	7.44034	1.09693	6.55227	1.19576	5.78631	2.27048	6.46416	1.62762	4.69503	1.83841	4.90941	1.24718	6.74377	2.05357	5.79249	1.57892	7.5114	2.60729	5.79601	2.5702	5.4809	3.31417	5.91116	1.53141	5.45907	0.903223
PTETEGNP06414	PTETEGNP08684	1.39416	3.14571	1.22475	2.31006	2.0111	2.93988	1.53603	2.49172	2.17691	3.33967	1.72908	2.3656	1.80881	2.99305	1.95223	2.94033	1.13944	3.4319	1.47001	3.77992	2.37364	4.47447	1.51299	3.69695	1.34811	3.68844
PTETEGNP06416	PTETEGNP08683	68.1079	417.684	57.927	453.945	19.3303	515.483	13.1329	497.71	11.0938	540.184	6.24058	476.121	11.3178	576.826	10.4636	572.749	7.20905	751.762	16.376	1012.72	18.0516	965.31	11.325	766.264	7.29796	881.892
PTETEGNP06417	PTETEGNP08682	90.2573	12.2304	84.9159	8.56418	51.2749	10.9331	44.8199	10.138	46.9777	12.7372	36.6769	10.2288	34.0448	8.39322	28.7616	9.91081	26.9389	7.64255	20.8242	6.18548	25.5653	6.7024	20.6689	4.4798	22.284	5.07755
PTETEGNP06418	PTETEGNP08681	0.41107	8.32884	0.120568	6.14224	2.06874	8.8056	2.05193	6.58549	3.34759	13.7528	2.51723	9.63425	3.85094	9.23475	4.06037	9.5441	1.13052	2.18763	1.09027	3.45056	1.58477	3.26377	1.01073	1.36178	0.909952	1.12197
PTETEGNP06420	PTETEGNP08679	20.3601	29.5158	17.7362	23.3731	7.96808	26.1679	7.05939	23.3899	6.61466	27.9097	6.38359	24.7949	5.98655	28.9993	6.88854	26.2445	8.31897	29.7083	7.76273	28.4118	8.43634	38.2208	6.70783	27.9216	5.8265	26.9143
PTETEGNP06421	PTETEGNP08677	2.31297	1.50858	1.73726	1.64753	2.90577	2.61303	3.25162	2.31363	3.11028	4.22611	2.95644	6.579	2.88367	4.51555	2.75245	3.47124	2.58699	6.91512	3.22406	8.84938	2.9814	3.71052	3.49961	3.0292	2.23911	4.99359
PTETEGNP06422	PTETEGNP08676	0.729382	1.88187	1.4841	3.49762	1.08087	2.92848	2.86366	7.06792	1.90638	2.80023	2.18658	7.85799	1.39076	3.66636	5.42112	9.95409	1.02327	4.25549	3.35819	6.41577	3.33663	3.79181	4.7565	9.17952	3.7766	11.75
PTETEGNP06423	PTETEGNP08675	54.7313	34.5248	57.3053	33.4803	51.9591	36.7766	45.6758	36.1371	31.4066	21.4427	28.5611	18.8201	27.6189	15.2468	19.6129	15.5006	23.6523	12.5963	18.2298	14.5394	20.4751	12.7861	19.2076	11.0172	16.0496	8.52345
PTETEGNP06424	PTETEGNP08674	36.3002	13.3684	30.8495	11.3802	50.2059	29.9042	48.1001	25.2669	52.9099	31.3507	51.3044	25.3392	58.1644	24.2175	69.7991	29.5067	86.0711	31.4852	95.6908	34.6525	69.3553	34.6247	68.5587	23.4459	88.9114	26.3147
PTETEGNP06425	PTETEGNP08673	1.95828	3.09456	1.90391	4.4335	1.72428	2.48698	1.64661	2.04045	1.15517	1.7362	1.84488	1.85424	1.16495	2.65989	1.73431	2.82568	1.17609	3.13891	1.73757	3.99019	2.23745	5.32395	1.9245	4.412	1.67117	3.76657
PTETEGNP06426	PTETEGNP08671	7.95874	4.06263	6.97961	4.01042	40.426	5.61466	43.7544	5.78624	24.9514	9.98247	39.4945	11.5464	26.9477	14.7669	48.9498	25.4632	12.0791	15.1338	27.3594	31.2784	11.7238	11.8276	15.8718	14.5884	24.2441	35.4838
PTETEGNP06427	PTETEGNP08670	2.3058	4.54623	2.55936	3.94786	3.2717	7.5541	1.91609	6.69017	3.5017	7.87355	2.25701	6.89736	2.44387	5.73046	3.58423	6.96214	2.71102	3.6113	3.89945	6.91043	3.35589	5.68055	1.89451	3.77345	2.80236	4.33864
PTETEGNP06429	PTETEGNP08669	1.93271	2.69091	3.4042	4.12416	3.78209	4.83321	4.41858	5.36192	3.84281	5.53967	4.19283	4.63777	6.57059	5.99163	6.76451	6.21456	4.67093	5.61641	5.12605	3.73624	4.46632	5.13172	5.26982	4.66746	4.37711	3.13435
PTETEGNP06430	PTETEGNP08668	1.31595	21.4977	1.11666	21.4576	1.46157	44.3908	1.43092	39.9064	1.00988	33.9636	2.92645	38.1896	2.73472	32.7153	2.31152	38.4255	3.93502	32.0622	3.1279	39.9885	4.91499	38.032	4.82094	36.6653	3.69869	39.5206
PTETEGNP06431	PTETEGNP08666	0.722612	1.63622	1.00939	2.41839	3.35767	5.46277	4.72506	9.53706	3.13156	4.70485	3.42186	6.52291	2.51571	3.1292	3.58817	7.33525	0.734598	0.514248	1.24994	0.955779	1.01234	0.972458	0.808924	1.3026	1.19203	1.61944
PTETEGNP06432	PTETEGNP08664	1.29061	7.9497	2.1922	10.4609	2.24093	12.2931	2.38464	15.8013	2.97379	18.185	3.46297	22.5916	1.56925	23.2605	3.04256	23.5399	1.78617	6.45929	2.36244	4.28764	1.10074	2.4744	1.60004	4.5736	1.66949	5.38052
PTETEGNP06433	PTETEGNP08663	0.437431	9.15685	0.213484	6.28499	0.819071	17.9863	0.696611	17.502	0.907158	19.8021	1.12505	21.1146	0.910769	19.4785	0.91892	15.7888	0.452973	2.23888	0.298933	1.47511	0.420472	1.3791	0.360465	1.58853	0.826069	1.26145
PTETEGNP06434	PTETEGNP08662	127.881	3.04355	155.715	3.16062	85.2145	6.00177	87.0089	5.3832	66.4591	3.73396	73.4439	4.33487	95.7126	3.98449	85.609	3.88225	131.643	7.21738	93.7568	5.30391	87.3572	4.66765	98.586	5.82265	111.263	5.59308
PTETEGNP06435	PTETEGNP08661	72.6684	71.5557	77.3185	73.5937	82.2395	81.5302	96.1331	89.2682	95.0108	99.7305	103.931	112.442	105.889	118.673	83.6944	81.2709	129.989	130.697	87.0267	76.2821	84.3692	79.246	87.4113	83.9653	86.8131	87.8674
PTETEGNP06437	PTETEGNP08660	3.9376	0	4.56032	0	4.33129	0.0492658	3.19002	0.0330306	10.5145	5.67978	8.32847	4.08924	12.0977	10.2051	8.6504	11.2797	11.6019	9.14527	5.8743	13.7657	7.73792	3.53904	5.51257	2.9555	5.09878	5.35272
PTETEGNP06438	PTETEGNP08659	0.0862282	0.471356	0.203409	1.05358	0.425322	1.06709	0.0574665	2.26041	0.918201	1.85108	0.493352	2.46454	1.32939	2.89873	0.900125	4.3216	0.815721	1.63238	0.979468	3.52606	0.394347	1.77763	0.844693	1.77379	0.510033	2.43762
PTETEGNP06439	PTETEGNP08658	1.02147	4.30194	1.70146	5.26914	1.94648	8.69999	2.32145	9.36957	2.96444	8.02377	3.52765	10.5273	2.60178	8.66696	3.53702	9.60032	3.04847	10.8681	2.73921	7.29026	2.7699	7.86671	2.58664	8.55426	2.57595	8.00185
PTETEGNP06440	PTETEGNP08657	0.91081	0.495677	0.861648	0.696019	0.803896	1.46334	0.396559	1.75791	0.30694	1.84992	0.555456	2.04857	0.736847	1.12426	0.625765	0.97001	0.673777	0.205629	0.737168	0.615686	0.80111	0.246986	1.02497	0.27815	1.16334	0.479824
PTETEGNP06443	PTETEGNP08655	5.14914	10.9025	5.35273	15.7192	7.63117	16.9736	9.04997	21.6442	7.35628	13.1352	8.74921	17.8641	9.27063	12.6171	10.1484	18.029	10.1682	9.79746	10.8519	13.9796	8.93143	12.5981	8.93376	16.0068	10.6111	16.8394
PTETEGNP06445	PTETEGNP08654	0.477622	2.16513	0.124262	1.5474	0.186706	3.93139	0.249946	2.97254	0.578632	3.34309	0.476515	1.83701	0.794866	2.21671	0.613616	1.89903	1.71775	3.50707	1.60149	3.12838	1.59467	2.5909	0.569294	2.08064	0.709023	0.705052
PTETEGNP06466	PTETEGNP10583	2.30052	10.7827	1.64714	7.80966	1.79556	7.16294	1.15534	5.60585	1.73313	5.88357	1.02316	3.84652	1.43366	5.90961	1.08963	4.43571	1.45578	5.96916	1.21354	4.51846	1.69162	7.44463	1.3228	4.47811	0.81469	3.95984
PTETEGNP06467	PTETEGNP10581	1.88798	0.781337	1.44989	0.465927	1.92324	1.02068	1.27877	0.696067	2.48222	1.45336	1.56753	1.23722	1.7935	1.67043	1.70617	1.53524	1.84759	1.11626	2.45453	1.41199	1.89605	0.895003	1.50566	0.505465	1.80297	2.00873
PTETEGNP06468	PTETEGNP10580	3.14422	4.90704	1.99286	3.70886	1.48271	2.25033	1.3162	1.98678	2.61232	4.20315	2.11333	3.77498	1.74739	2.97509	1.68671	2.30519	1.38499	1.22249	1.10386	0.862138	1.09799	0.922485	0.668458	0.838841	1.38186	1.27283
PTETEGNP06469	PTETEGNP10579	2.21498	0.745285	3.89151	0.420314	4.87981	1.18547	3.50679	0.327238	6.22354	1.14547	3.57871	2.00527	3.46901	0.81609	2.83079	1.49434	3.75099	0.95403	3.82094	1.58327	4.89416	1.59585	2.03972	0.835831	3.83978	1.4297
PTETEGNP06470	PTETEGNP10578	19.2864	25.7134	16.7651	20.8894	4.79458	15.4331	4.25036	13.411	2.9172	21.9918	2.68054	16.4057	3.38296	21.0002	4.27992	19.6445	5.0378	22.0241	5.23504	19.8383	5.39018	16.5711	4.01009	15.1939	6.43601	18.0248
PTETEGNP06472	PTETEGNP10576	24.5874	16.6144	19.0423	14.9535	17.2894	8.86776	11.8915	8.63804	20.7879	15.5781	15.9422	14.1199	26.019	16.5946	18.5521	15.0204	30.5885	19.4494	16.5853	12.5214	20.3501	12.385	16.3792	9.60714	16.8575	10.6929
PTETEGNP06473	PTETEGNP10575	5.21147	3.29844	4.37606	2.74675	19.9876	42.3291	15.1795	28.5536	22.1378	17.6014	14.6142	14.4134	26.0002	7.97315	14.1527	7.96308	21.2889	3.24493	11.3194	5.29705	13.7011	7.21263	9.23997	4.22367	8.71093	3.04915
PTETEGNP06474	PTETEGNP10574	0.0756331	0.386005	0.436938	0.623838	0.733428	1.79538	1.60412	0.818403	0.855488	1.57262	0.738117	1.50607	1.52165	1.42242	0.724878	0.422351	1.53123	0.240336	1.37065	0.436085	0.258671	0.968066	0.626452	0.767796	1.55126	1.46952
PTETEGNP06475	PTETEGNP10573	4.46315	4.0549	3.37656	3.57645	5.88571	7.29993	6.28059	7.54864	5.21414	7.92383	5.30855	8.0236	3.87639	5.40531	5.33376	7.2755	4.40617	3.86539	6.24993	5.29234	5.22215	6.0808	4.63463	5.41747	6.39096	5.89282
PTETEGNP06477	PTETEGNP10571	5.72981	3.12086	5.62218	2.25903	6.14793	5.00983	5.39452	3.8618	7.47026	7.39887	5.88745	4.80934	6.54629	6.71397	5.95821	8.80541	5.95339	11.1702	6.35394	15.3669	7.10036	10.5499	4.08584	5.31806	4.75143	3.69101
PTETEGNP06479	PTETEGNP10569	8.54206	77.3233	5.83435	55.4305	3.15371	34.8055	2.40463	30.4576	3.8587	31.9105	2.83052	26.1259	4.37662	38.0251	2.96403	26.4673	4.22208	49.6475	2.7292	30.3461	3.94802	43.7973	2.95206	33.4459	2.84286	38.2229
PTETEGNP06481	PTETEGNP10567	7.16532	3.8196	6.6588	2.99042	5.85887	3.85648	6.10217	3.05965	6.47219	4.32566	6.48704	3.03736	8.46643	6.05204	7.35781	3.82509	7.66373	8.04341	6.55499	4.5484	6.59191	5.43675	6.17635	4.64379	4.06804	4.09341
PTETEGNP06482	PTETEGNP10565	0.441392	1.15444	0.359176	1.09693	0.716451	1.97627	0.43455	3.10806	1.21305	2.22994	0.766699	2.97065	0.794888	2.1484	0.641765	2.55842	0.165725	1.24143	0.180158	1.3358	0.402088	1.54747	0.41692	1.75537	0.115778	2.51101
PTETEGNP06483	PTETEGNP10562	1.97261	1.31055	3.01162	1.4291	3.77038	2.87443	4.86338	3.19201	4.35252	2.98588	6.0236	3.97605	4.17649	4.6664	5.41894	3.96566	1.78532	5.35446	3.35235	3.16988	3.9461	3.02698	5.67155	3.84576	3.76174	3.65941
PTETEGNP06485	PTETEGNP10561	13.8542	20.7487	13.5032	18.2274	13.2594	24.0239	11.7498	22.1293	18.4417	34.6658	17.1514	31.0149	21.0624	41.3409	21.0428	36.395	22.993	40.8208	24.6576	34.5663	22.8718	29.4475	19.4177	22.8483	26.4115	39.94
PTETEGNP06490	PTETEGNP10556	0.655507	0.316529	0.725841	0.159785	2.83253	0.757447	2.02113	0.361515	3.76356	0.45641	3.61742	0.443404	5.13079	0.232042	4.96613	0.377241	5.36593	0.712352	8.40792	0.430964	6.4656	0.155062	4.81028	0.369567	8.36338	0.467895
PTETEGNP06491	PTETEGNP10555	9.80161	5.77558	9.81158	4.60701	13.6788	9.54798	12.2782	8.22391	19.0688	14.1602	16.3875	13.9649	26.2336	20.9782	18.3125	16.5099	13.3374	15.8171	9.252	12.8845	6.86867	12.0577	6.67988	9.2037	9.77501	11.8171
PTETEGNP06493	PTETEGNP10553	4.41832	3.75305	3.16519	2.24525	4.3685	2.88041	3.93439	2.69996	6.95781	4.58099	6.10539	3.93803	6.52851	6.31728	7.80928	7.0624	8.49711	6.46959	9.95149	8.28055	9.22438	6.83671	7.23974	6.35282	8.22085	6.69757
PTETEGNP06494	PTETEGNP10552	41.0975	41.1647	51.6632	48.5805	24.7001	48.1356	27.0061	49.2579	16.5116	49.4875	18.3015	51.9498	18.3031	53.9793	19.043	75.6311	23.774	61.1333	25.533	69.9646	17.4512	42.8963	18.341	43.3987	24.6356	48.2672
PTETEGNP06495	PTETEGNP10550	15.6891	0.420977	17.171	0.420924	16.711	90.621	19.6656	69.3718	37.4054	93.9612	28.3503	70.71	19.4721	83.0779	25.8753	60.6642	8.9808	6.87556	18.0396	8.66101	12.8038	1.09809	9.52421	0.296807	12.1418	2.83312
PTETEGNP06497	PTETEGNP10549	0.314509	0.0945172	0.346771	0.04871	1.24909	0.135445	0.684278	0.289236	0.87466	0.49572	0.558941	0.442989	0.894008	0.236127	0.481207	0.133464	0.899126	0.107707	0.51239	0.170182	0.796717	0.17037	0.610275	0.130126	0.409035	0.280952
PTETEGNP06498	PTETEGNP10548	0.384809	3.84896	0.275433	3.34763	0.843387	1.81216	0.71995	1.19892	0.916107	2.73071	1.05062	2.40128	1.06756	2.81347	0.756252	3.10628	1.05896	3.09478	0.790784	4.23514	0.881617	4.63649	0.829627	3.59936	1.10352	3.08356
PTETEGNP06503	PTETEGNP10547	0.436854	1.07413	0.410362	0.817766	1.561	2.30457	1.26109	2.04519	2.11119	2.99713	1.63475	2.10905	2.07679	2.66904	2.23596	2.11321	0.762235	2.43611	0.997691	1.61595	0.845589	5.20509	0.833307	3.94003	0.568099	2.18044
PTETEGNP06504	PTETEGNP10546	1.13371	0.708704	1.02954	0.779593	0.967356	0.488349	1.11804	0.509853	1.35599	0.852056	1.63583	0.491083	2.52504	0.849779	1.6283	0.649976	2.95545	0.648721	2.25781	0.703771	2.72067	0.749257	1.8782	0.397024	1.80136	0.282947
PTETEGNP06507	PTETEGNP10545	11.7787	12.3858	12.0231	12.3805	17.9317	16.2725	19.8653	16.4975	22.4823	21.404	27.1046	18.4255	25.7014	22.6994	34.693	25.1222	31.3979	34.1667	43.2275	33.6637	22.8681	28.3581	24.9115	25.4307	37.6396	44.5519
PTETEGNP06508	PTETEGNP10544	2.12258	4.37958	1.68895	3.30665	5.91579	9.99605	5.23133	10.0968	4.72378	7.75492	4.04155	7.878	4.70818	6.96919	4.67754	6.80347	0.379749	0.268295	0.326878	0.374082	0.328842	0.40682	0.250331	0.535793	0.359678	0.448969
PTETEGNP06509	PTETEGNP10543	0.544011	4.79151	0.318501	3.86768	1.11994	5.77485	1.08561	6.22731	1.22294	5.88191	0.710351	3.9546	0.462297	4.30381	0.978907	5.33405	1.53704	2.76562	0.637985	7.22565	0.993936	3.64737	1.16069	4.7924	0.481331	4.30345
PTETEGNP06510	PTETEGNP10542	105.643	69.9168	119.979	100.539	104.499	62.1007	136.173	81.9372	78.0132	48.1634	86.4042	61.2565	46.1751	40.3124	77.154	60.0221	37.8238	32.6758	47.1004	58.4453	44.0628	28.3841	48.5911	31.1889	54.2857	47.6407
PTETEGNP06511	PTETEGNP10541	12.3102	6.90675	17.3612	7.30159	4.56819	1.51394	4.77378	2.265	2.09726	0.92037	3.34538	1.0686	2.33827	1.52017	5.53432	1.0596	3.38282	0.610097	3.42358	0.977038	6.62196	3.07848	6.11659	2.90585	2.97782	1.71141
PTETEGNP06512	PTETEGNP10540	45.3042	52.4356	44.3929	47.8687	37.1675	26.0658	31.9822	30.7823	38.4722	15.6489	26.2031	15.4278	23.0784	14.6298	35.1048	23.3762	30.5068	20.0901	42.5757	34.7983	71.8242	62.3777	53.7496	47.905	37.6735	27.3494
PTETEGNP06514	PTETEGNP10539	4.36418	5.02091	5.27005	4.22923	9.02805	15.338	6.50859	9.00183	6.13512	9.64318	4.23013	8.01733	6.1596	7.51466	8.84158	8.36929	6.01809	9.75729	11.8223	7.23685	8.59624	9.88813	6.38441	7.07772	5.83399	4.63691
PTETEGNP06516	PTETEGNP10538	6.72024	6.5128	6.37359	6.82114	5.59594	8.46743	5.718	7.34538	6.9875	9.12214	3.93337	7.76718	7.70637	6.73847	3.95119	8.45132	4.38587	7.25772	6.98772	10.8305	5.21012	9.94161	3.01258	7.23526	3.16586	10.8868
PTETEGNP06517	PTETEGNP10536	2.83502	1.9934	2.58243	2.22073	2.72144	2.01136	2.10094	1.64729	3.45143	2.48831	3.20864	3.09339	1.83206	1.22743	2.38767	1.84044	0.450078	0.249795	0.158856	0.22615	0.560939	0.781144	0.250059	0.339396	0.152913	0.389017
PTETEGNP06518	PTETEGNP10535	5.38055	4.32129	7.78662	5.89884	8.97934	7.06387	11.807	8.44277	5.46373	7.47657	8.65156	10.5189	7.56529	5.78466	13.7067	12.4294	9.33652	8.03444	13.1472	9.85637	9.05614	6.94554	14.3908	11.6827	16.8962	12.7122
PTETEGNP06520	PTETEGNP10534	66.8333	95.9879	73.2305	106.458	46.6293	87.853	52.3564	93.7554	41.8205	66.965	40.6639	65.8903	35.5721	65.5075	46.5316	68.916	35.109	56.1547	49.4702	56.5344	41.4912	46.2519	39.3888	46.1628	62.6154	68.8385
PTETEGNP06525	PTETEGNP10533	0.729389	1.47488	0.894173	1.47701	0.984725	1.85557	0.83684	1.76138	1.07681	1.64123	1.22072	1.63647	1.58636	1.8194	1.97447	2.00001	1.56649	1.79864	2.33926	1.85565	1.50233	1.59209	1.8424	1.46394	1.81372	1.80492
PTETEGNP06526	PTETEGNP10532	0.788518	0.366995	0.494206	0.395915	1.23728	0.2937	0.815211	0.51553	1.05786	0.531428	0.705183	0.421181	0.656085	0.671585	0.606024	0.930598	0.742036	0.496704	0.492936	0.687738	0.575297	1.05185	0.461669	1.21163	0.346003	0.708518
PTETEGNP06528	PTETEGNP10530	2.86658	1.03804	2.48024	1.05756	2.79516	2.20596	3.03224	2.29441	4.28854	1.48813	3.43752	0.902771	4.68326	1.51037	4.97892	1.17578	6.38782	0.37604	5.41997	0.572539	5.07257	0.270546	4.26219	0.252929	5.28954	0.30377
PTETEGNP06529	PTETEGNP10529	0.0726742	0	0.0841344	0.252403	0.423475	0.282317	0.0963801	0.0963801	0.246386	0.410644	0.236576	0.354864	0.244146	0.122073	0.199331	0.199331	0.566651	0.566651	0.248119	0.330826	0	0.248625	0	0.6012	0.319769	0.213179
PTETEGNP06530	PTETEGNP10528	170.736	43.4703	169.548	54.1423	171.199	55.234	138.861	51.759	99.5959	34.1003	97.0467	31.5217	90.5176	35.984	84.2328	31.6438	81.4285	31.2453	80.0513	32.2514	67.275	22.1267	61.1255	23.1107	61.7954	26.7701
PTETEGNP06531	PTETEGNP10527	62.4668	87.165	56.1355	76.4201	68.7108	84.9731	65.1668	85.248	85.7004	106.882	91.6764	116.898	75.153	80.2116	79.039	100.604	55.4822	55.1548	54.8814	59.0901	60.3962	60.8484	58.9011	65.4149	56.5462	66.0077
PTETEGNP06532	PTETEGNP10526	305.582	180.531	333.857	191.386	209.371	122.685	224.117	128.792	152.283	92.4592	183.544	105.701	252.51	139.054	217.614	120.054	293.444	154.731	246.764	144.414	338.079	182.608	344.631	214.47	312.363	196.985
PTETEGNP06537	PTETEGNP10522	59.5099	12.9018	55.9462	12.0965	56.414	20.0011	48.8846	23.6362	58.2345	23.8433	49	26.4088	48.214	31.3992	63.8317	40.399	55.6851	32.7764	112.18	50.8179	109.227	62.0501	87.9919	56.1748	81.4364	66.7471
PTETEGNP06538	PTETEGNP10521	114.614	118.811	127.077	140.935	120.614	111.874	109.453	110.007	83.5519	71.5144	84.5667	81.4383	63.3989	64.8519	68.8941	65.4616	46.029	52.0841	60.1225	53.9124	48.8225	49.5096	44.9746	49.7139	61.541	59.5348
PTETEGNP06539	PTETEGNP10520	0.214383	0.331978	0.319445	0.131837	1.89425	0.550585	1.03837	0.221757	1.67575	0.277993	1.09732	0.226542	1.85713	0.526913	1.05272	0.543159	1.53094	0.52664	1.02221	0.951682	1.31984	0.538624	0.607019	0.447825	1.35123	0.533284
PTETEGNP06540	PTETEGNP10519	0.431173	6.83251	0.422053	5.96899	0.367325	3.99164	0.474773	4.0207	0.547062	7.44978	0.775398	8.1971	0.957151	5.58063	0.931548	5.36275	0.797007	3.9794	0.978929	3.81339	1.04312	3.92854	1.05871	3.99085	1.10007	4.35805
PTETEGNP06541	PTETEGNP10518	11.9297	10.6356	10.3627	9.52815	12.5862	11.0156	13.6903	11.6521	17.2475	16.5924	20.3278	20.7635	11.9806	16.3663	13.8469	14.4536	1.39099	2.84416	1.43535	2.63781	2.32529	3.05654	2.16686	3.62908	2.16579	3.1501
PTETEGNP06542	PTETEGNP10517	6.12836	13.9388	5.49717	13.4932	4.68772	12.5821	4.39457	11.2005	8.01191	18.5494	7.28529	16.5836	6.1992	15.6799	4.86347	15.0364	3.15029	12.6888	2.35337	7.31483	2.52554	8.37589	2.31625	8.06692	2.27365	7.92869
PTETEGNP06543	PTETEGNP10516	15.9853	1.58901	14.6907	1.49204	19.6936	2.85757	21.8721	2.82498	15.5974	2.28211	19.1412	2.0653	15.2531	2.58665	18.2571	2.4413	15.0748	1.4146	16.2486	3.08183	13.812	3.12192	15.9479	2.32518	20.0229	2.53148
PTETEGNP06545	PTETEGNP10514	1.97186	4.02378	3.56454	5.15646	1.95795	3.90404	4.09481	4.93205	2.13916	3.29363	3.33153	4.19204	2.91408	7.17222	2.84456	6.44334	2.96206	9.19071	3.66438	6.07127	3.40795	7.62517	8.10005	9.65874	5.20716	7.65678
PTETEGNP06548	PTETEGNP10513	2.61385	1.50582	2.50365	1.59232	3.64455	2.78254	3.98573	3.41578	3.31268	2.23392	3.07235	1.98974	2.44358	1.90126	2.62447	1.71248	1.76134	1.31215	2.16505	1.01842	2.03613	1.2634	1.66182	1.00801	2.18115	1.45046
PTETEGNP06549	PTETEGNP10512	0.775522	1.35425	1.46183	1.50064	2.91556	1.7606	3.56779	1.28462	1.87998	1.30833	3.98883	1.68135	2.62665	0.979828	5.18737	0.621534	1.0279	0.806748	2.21892	0.743663	1.63396	0.882872	2.0604	0.956811	2.28359	0.284509
