paralog1	paralog2	VK1_para1	VK1_para2	V1-2_para1	V1-2_para2	S1.1_para1	S1.1_para2	S1.2_para1	S1.2_para2	T0.1_para1	T0.1_para2	T0.2_para1	T0.2_para2	T5.1_para1	T5.1_para2	T5.2_para1	T5.2_para2	T11.1_para1	T11.1_para2	T11.2_para1	T11.2_para2	T20.1_para1	T20.1_para2	T20.2_para1	T20.2_para2	T20.3_para1	T20.3_para2
PTETEGNP06236	PTETEGNP25551	0.908114	2.60784	0.865289	2.6631	1.26526	3.49373	0.892948	3.01722	1.29133	3.59611	1.11389	3.19291	0.809861	3.72051	1.22809	3.56579	0.936804	3.93124	0.829078	2.63931	1.61343	3.91909	2.03996	5.16425	1.39863	4.37549
PTETEGNP06239	PTETEGNP25554	0.155786	0.874327	0.17178	0.579335	0.221448	1.09365	0.225966	1.01801	0.303262	1.07117	0.170378	0.748374	0.272533	1.37469	0.23837	0.894998	0.207156	1.03134	0.16378	1.05567	0.253167	1.41001	0.270998	0.752712	0.192963	0.828757
PTETEGNP06240	PTETEGNP25556	6.93789	8.93878	5.74426	9.18821	13.5948	11.2934	11.1925	14.0445	8.46864	10.3929	7.2006	11.6561	7.23834	10.5104	7.74512	12.6244	3.84596	9.30804	4.48791	8.97579	8.66232	10.9289	6.8924	14.517	3.19743	9.49762
PTETEGNP06244	PTETEGNP25557	3.31703	0.96769	4.84497	1.1193	4.09086	1.12803	5.91025	1.45668	4.66977	1.15458	6.81987	1.44505	5.99554	2.32069	10.3199	2.04589	7.9672	2.25718	10.8875	1.77368	8.84441	2.02464	12.5028	1.9191	13.3768	2.36134
PTETEGNP06245	PTETEGNP25558	215.881	0.092123	166.521	0.0542253	78.0112	0.27219	78.2327	0.245472	98.2335	0.206675	97.5837	0.225813	157.166	0.393718	84.2136	0.192059	169.637	0.0725392	67.629	0.0547952	73.6908	0.315877	69.8727	0.225957	61.6064	0.0680718
PTETEGNP06246	PTETEGNP25559	1.95634	0.624379	3.69719	1.41646	6.11054	1.52644	7.79411	2.79267	9.59366	2.04013	13.0964	2.96403	9.92587	2.50846	13.4751	3.45235	9.76263	2.29399	10.2236	3.23603	8.49711	2.39345	11.0907	3.05665	19.2291	5.6245
PTETEGNP06248	PTETEGNP25563	5.09206	2.92973	5.22296	1.94041	5.31565	2.61534	7.34502	2.1957	3.97527	3.64556	4.09444	2.84273	7.58601	2.66127	10.1731	4.26341	8.16457	1.87458	9.60483	3.37797	20.1411	4.49975	17.9765	4.71505	8.0254	2.90915
PTETEGNP06250	PTETEGNP25565	2.60854	0.8449	1.89469	0.779321	6.44102	3.25098	4.59642	2.56471	6.51117	2.87142	4.76189	2.00436	8.70353	2.45103	4.34672	1.51145	7.54353	2.04466	2.92821	2.10468	4.91863	2.31864	3.88474	1.26124	3.54766	1.36749
PTETEGNP06251	PTETEGNP25567	1.32291	0.232401	1.09738	0.27588	2.56714	0.757496	2.09522	0.531814	4.23837	1.33633	3.5258	0.652076	4.25238	1.37434	4.0203	1.11445	3.60714	1.26124	5.71374	1.17134	3.90972	1.596	3.29254	1.02424	2.91817	1.08197
PTETEGNP06253	PTETEGNP25568	0.18482	0.0805169	0.634122	0.649392	0.534184	1.16879	1.34357	1.06669	1.89438	0.912484	1.34822	0.392505	0.767664	2.82728	2.00756	1.75978	1.00098	3.38056	2.65379	2.80565	0.737016	3.76348	1.38638	2.67246	2.6892	3.17947
PTETEGNP06254	PTETEGNP25569	0.254927	2.53155	0.358382	2.87024	1.31559	4.36036	0.938344	5.02809	1.99197	10.368	2.25063	11.8657	2.99664	8.92063	1.72585	15.7374	3.58161	8.3467	4.05471	12.6171	5.24017	10.6334	4.10656	10.5829	4.7207	10.8201
PTETEGNP06255	PTETEGNP25571	4.26107	3.26329	4.26676	2.52245	6.69981	5.11593	8.04607	5.76703	9.26856	6.67693	9.6849	8.05446	11.4973	7.31957	13.4718	8.71478	9.995	5.09654	11.2157	7.44815	12.1784	5.32954	13.2519	5.78592	10.195	6.65435
PTETEGNP06256	PTETEGNP25572	9.84898	77.4205	8.05623	75.3971	8.29884	65.9949	8.2652	62.9432	8.04725	72.0351	7.90028	69.5565	8.89287	73.4016	7.9081	59.738	10.7133	86.3152	8.16641	55.7224	15.4795	69.0674	14.7902	65.8626	8.3682	44.7603
PTETEGNP06259	PTETEGNP25576	1.00398	3.6952	0.767705	2.45048	1.00014	2.99951	0.825647	2.66212	0.258556	3.01889	0.295191	3.2041	0.624869	2.41565	0.542033	4.43674	0.367823	2.62816	0.222153	2.99223	2.18219	3.08621	1.74835	2.4651	0.305473	2.51639
PTETEGNP06260	PTETEGNP25577	0	5.38466	0	5.06416	0.376447	5.72683	0	5.39179	0	7.45174	0	4.45966	0	7.85648	0.175654	6.41411	0	8.8317	0.13893	10.3152	0	11.8142	0.666721	7.85342	0	2.18466
PTETEGNP06261	PTETEGNP25578	751.073	709.12	641.144	656.4	412.443	439.843	370.304	368.487	351.255	339.619	282.061	328.624	197.551	237.606	249.588	283.014	187.26	226.782	249.393	381.81	340.764	368.008	290.105	287.723	293.685	349.552
PTETEGNP06262	PTETEGNP25579	31.3922	13.8998	25.5904	11.8271	21.921	7.70237	17.7378	5.94833	19.3987	7.0625	14.4133	4.91375	17.6257	6.54701	15.2445	6.28013	19.1715	6.45577	20.4755	6.47616	19.9948	8.48543	15.3888	7.38107	11.3877	4.68211
PTETEGNP06263	PTETEGNP25580	6.12455	3.99193	5.36072	2.5675	8.41106	5.54666	6.286	5.23193	7.44159	4.8607	5.10275	4.14165	6.05212	4.63702	7.08775	4.19026	5.03292	6.31087	7.35759	3.39201	6.8022	6.03974	5.32323	2.85158	5.48493	3.52061
PTETEGNP06265	PTETEGNP25581	8.8351	31.0724	9.09022	21.3701	14.6554	33.7433	11.6622	29.2996	10.4841	33.4264	10.5425	23.8942	9.43967	30.5182	11.0867	27.3083	10.1463	36.5564	11.538	28.1789	8.48303	34.8579	7.29406	22.8456	6.7824	25.9013
PTETEGNP06266	PTETEGNP25582	4.6897	2.4442	5.68438	2.93495	5.38683	4.9497	4.00879	3.53485	4.53431	4.68798	3.27734	3.25125	2.95868	5.18651	4.46968	2.94308	5.82116	1.69938	4.91433	3.52722	5.22611	1.56333	3.85459	1.08118	2.13487	1.71576
PTETEGNP06267	PTETEGNP25583	14.1596	4.11615	11.8263	3.14603	14.3119	5.13262	13.5476	4.40013	31.6043	10.99	26.3889	7.68174	32.5268	13.2421	26.307	10.8385	0.718395	0.510278	0.407593	0.292751	0.758769	0.28359	0.746281	0.233751	0.355592	0.216133
PTETEGNP06268	PTETEGNP25584	0	0.245201	0	0.357273	0.239457	0.778234	0.162882	0.570086	0.276088	0.966309	0.299791	0.799443	0	0.311081	0.0845248	1.09882	0.287879	0.287879	0.497392	0.426336	0.209839	0.629516	0.201794	0.908072	0.270642	0.631499
PTETEGNP06269	PTETEGNP25585	20.5485	11.4367	15.6442	7.56109	17.6096	8.37824	15.7097	6.70434	26.6759	10.4324	21.1877	9.03475	23.3084	8.08684	16.3029	7.43289	11.8551	9.45449	8.33711	6.55846	22.0846	8.45369	15.5183	6.65768	10.5015	5.23407
PTETEGNP06270	PTETEGNP25586	2.81514	1.60701	2.48892	1.57794	2.49725	1.82232	2.84653	2.16809	2.4641	2.80425	2.84427	2.39167	2.9407	2.16693	3.83829	2.40955	3.57137	3.23644	3.74178	3.25573	4.4007	2.3907	4.07344	2.46909	4.25858	2.50967
PTETEGNP06272	PTETEGNP25587	3.24071	7.45766	2.37502	5.86783	5.72305	5.25998	4.55256	5.50446	5.89156	6.04361	4.43819	6.61286	3.67419	4.98349	4.26538	6.21918	4.21078	5.51591	3.81802	5.85388	3.70491	6.21493	2.14582	4.26268	2.91381	5.23443
PTETEGNP06275	PTETEGNP25591	29.2246	0.514633	29.8542	0.672386	3.09324	1.18261	3.11717	1.09347	2.1823	0.762059	2.19622	0.669934	1.88205	0.449244	1.9103	0.683056	0.765915	0.458278	0.768962	0.30418	0.467394	0.485808	0.654933	0.559387	1.27602	0.584449
PTETEGNP06278	PTETEGNP25593	3.32085	2.14249	3.40567	1.25723	4.27373	3.03564	3.91781	3.0639	3.35128	4.50335	3.68494	4.21652	3.93575	2.9447	4.29016	3.7034	4.25532	3.90923	3.9641	3.55669	5.77771	3.3275	5.5747	3.61484	4.49538	4.39348
PTETEGNP06279	PTETEGNP25594	4.04922	4.68739	3.79595	3.375	2.14748	1.91056	1.7418	1.78985	1.7323	2.00376	1.74695	1.51463	1.78898	2.13638	1.5736	2.08767	1.99546	2.36879	1.55377	1.96263	3.03749	3.3895	2.5123	2.4648	2.31609	2.50935
PTETEGNP06280	PTETEGNP25595	1.88239	1.53946	2.05078	2.80039	3.55158	4.36765	3.30935	5.66318	2.85638	3.24893	2.61936	3.54883	3.65115	5.78448	3.11825	5.67343	2.79579	8.04916	4.47778	5.06361	4.2381	8.4162	2.84981	10.3964	3.25447	6.00596
PTETEGNP06284	PTETEGNP25597	3.96261	13.7036	4.33325	10.9081	4.86774	15.8083	4.29028	10.5995	4.53216	19.326	3.03996	10.5748	3.884	10.2685	3.35693	9.46801	4.41475	10.104	2.63438	7.2443	3.45064	11.4216	3.15647	8.35834	2.0333	5.00575
PTETEGNP06285	PTETEGNP25598	4.59248	33.5193	4.80443	34.2503	7.35643	45.7977	5.88854	38.8461	5.3791	45.6877	4.52036	44.0192	2.65608	46.1922	3.35787	46.0101	1.36155	59.8659	2.56323	50.2972	2.42217	54.2199	2.91716	44.6842	1.59374	71.2761
PTETEGNP06286	PTETEGNP25599	107.845	314.275	92.4704	247.909	62.6401	249.695	53.8887	177.339	55.431	233.071	51.0941	175.213	48.3623	218.824	51.846	199.427	53.7566	235.99	64.0635	228.88	67.9483	305.676	57.5643	224.986	68.9402	248.88
PTETEGNP06287	PTETEGNP25600	3.0629	2.30084	3.01154	2.51882	7.07341	4.49896	5.57479	3.46002	7.56823	3.84977	6.48563	4.0447	9.57348	3.53651	7.3829	4.30996	11.2312	5.55921	9.41855	6.93597	9.17854	5.21741	8.79022	3.29102	7.13177	3.1293
PTETEGNP06288	PTETEGNP25601	0.104408	0.0294945	0.0895955	0.0531571	16.3632	13.8545	12.6577	12.7127	12.6913	10.511	8.66005	8.53838	8.86326	6.69583	6.14572	5.93124	6.54009	4.6796	4.50017	3.72754	2.1725	1.30236	0.911079	0.616285	2.1498	1.68735
PTETEGNP06290	PTETEGNP25604	89.4973	99.6988	78.0831	81.5303	33.079	31.7151	29.5657	27.4867	27.6172	28.5374	22.7331	25.1189	22.6963	21.7111	16.9242	19.2956	20.1241	20.8127	17.5811	17.8165	23.7842	27.9573	18.6947	23.248	16.4111	19.2449
PTETEGNP06291	PTETEGNP25605	6.86531	3.23127	4.11394	2.20178	10.1579	5.83552	9.26009	4.87357	7.88766	5.15548	7.41898	4.50072	8.43252	5.72839	6.98192	5.58679	7.19796	6.18757	5.745	5.47923	6.91238	7.80936	5.63695	5.27009	5.57073	4.88996
PTETEGNP06293	PTETEGNP25606	0.191509	0.114065	0.293407	0.0339549	0.789644	0.198541	0.731039	0.228554	1.6799	0.413994	1.43386	0.420286	0.994999	0.197385	1.41981	0.199874	0.954931	0.587888	1.41248	0.454763	1.09669	0.457183	0.929862	0.230913	1.78506	0.211393
PTETEGNP06294	PTETEGNP25607	9.90377	1.432	8.3784	1.85267	10.2381	3.15921	8.5166	3.39898	20.7086	5.01498	18.2817	5.26134	20.036	2.97387	21.6808	4.94371	1.08515	0.151195	0.773504	0.232854	0.658013	0.327855	0.752745	0.722829	0.649113	0.0943088
PTETEGNP06296	PTETEGNP25611	0	2.38647	0	1.9711	0	3.33382	0	2.39577	0.708571	5.14591	0.635955	4.52573	0.637559	4.69039	0	5.32489	0	4.49483	0	5.41895	0	5.95298	0	4.48347	0.278535	4.23312
PTETEGNP06297	PTETEGNP25612	9.95739	9.9956	9.8402	8.48783	13.5538	14.1975	13.6537	12.0003	10.3008	10.33	12.5038	8.30534	7.83895	6.86814	12.4245	9.1857	6.98763	7.41406	10.8033	8.52872	7.97062	8.95591	8.94142	7.34558	12.1519	6.36127
PTETEGNP06299	PTETEGNP25614	1.03037	0.174422	0.894367	0.227066	2.13591	0.351785	1.76244	0.252939	2.46825	0.469074	2.15952	0.190726	6.10288	0.609605	4.1813	0.759025	9.42605	0.602663	6.42966	0.767983	4.85847	0.78353	4.20827	0.256956	4.9338	0.518381
PTETEGNP06300	PTETEGNP25615	0.995496	1.00388	1.04194	0.711797	1.89369	1.54748	1.5832	1.44575	2.40042	2.74354	3.44473	2.42959	2.82973	2.82602	4.7006	2.91044	4.0524	2.97914	3.64719	1.93043	2.71555	2.02072	3.36662	2.09448	3.28652	1.48521
PTETEGNP06312	PTETEGNP08788	12.8441	5.92736	10.5538	5.33741	15.4325	6.3022	12.8931	5.9565	13.4935	7.53639	9.8537	6.18382	13.3905	5.50746	14.0543	5.24001	16.6687	8.50808	23.1474	7.93323	17.0241	7.56764	12.5374	6.81926	12.9261	7.04503
PTETEGNP06313	PTETEGNP08787	5.28845	4.89819	5.04652	5.28683	4.92093	3.4703	4.53555	4.35413	5.4683	4.49498	5.59537	5.16395	5.46725	6.474	5.87518	6.25859	2.83982	5.62869	3.25524	6.38879	3.40974	5.20146	3.45633	5.39494	2.76058	6.27943
PTETEGNP06314	PTETEGNP08786	0.890758	1.01031	1.66218	2.51939	2.89759	4.03879	1.82933	5.79838	2.48541	6.15669	2.13984	6.60754	0.744995	8.23453	2.74186	5.76516	0.689812	8.56594	2.43229	8.15943	1.55188	4.48082	1.69783	5.76171	1.24174	5.43444
PTETEGNP06317	PTETEGNP08785	1.47602	3.59644	1.42035	3.70141	2.7336	6.0462	2.55421	6.11393	5.03895	8.30156	3.85411	8.85656	3.0843	9.82465	3.84874	7.86883	0.10056	1.09206	0.574117	0.900227	0.832023	2.17038	0.507306	1.88985	0.468662	0.775652
PTETEGNP06319	PTETEGNP08784	8.94128	6.58786	8.60076	7.49046	14.8135	11.8109	14.9263	11.4779	14.2342	11.5319	13.1729	11.3856	13.615	15.2307	20.6475	17.1756	8.91127	7.53319	11.9268	8.80681	18.6848	15.46	17.1178	14.9105	11.2697	8.03921
PTETEGNP06321	PTETEGNP08781	2.00661	1.1784	1.73687	0.896624	1.93273	1.59015	1.26765	1.85168	2.25597	1.77113	1.58396	1.90124	1.45691	2.24877	1.96283	2.81898	1.44949	2.79922	1.87938	4.18021	2.79033	3.8169	2.42401	4.39891	3.11781	5.1664
PTETEGNP06322	PTETEGNP08780	8.01122	4.52753	10.1773	3.35023	8.29159	7.25932	11.509	5.86884	8.37433	7.59245	11.2285	5.96077	9.02049	17.3773	12.1554	8.39899	8.51156	27.5799	11.6139	8.98691	7.81731	9.61358	10.1833	8.20197	16.0568	7.19395
PTETEGNP06323	PTETEGNP08779	3.87614	1.6019	3.24456	1.12996	4.70074	2.619	4.57888	2.52639	9.23222	4.60213	8.84826	4.18036	8.64214	4.29179	9.29634	4.93689	0.381624	0.278404	0.696683	0.390097	0.655837	0.546673	0.415115	0.407984	0.99421	0.507173
PTETEGNP06324	PTETEGNP08778	1.4633	2.72706	0.919856	1.79151	2.3577	5.70976	1.52865	4.28005	2.79156	4.24311	1.65599	3.40194	1.98235	10.0688	1.53056	6.3939	2.23787	7.11186	2.48892	6.11491	2.01129	10.3469	0.989981	7.60278	1.45994	4.23104
PTETEGNP06328	PTETEGNP08776	5.75935	6.73815	4.23872	6.60593	16.8302	12.6244	10.3273	8.61432	14.5088	11.4246	9.02188	8.48556	7.41644	7.23181	6.82497	9.55238	6.49276	4.27675	7.52889	8.09559	5.20891	8.89013	2.57134	4.76057	6.70986	3.74673
PTETEGNP06330	PTETEGNP08775	2.06061	2.43656	1.80224	2.02422	1.70474	5.10248	2.25722	4.30604	3.03669	5.46117	2.78763	4.54533	2.59757	3.91804	2.56975	4.45597	1.62244	3.23752	1.7037	4.15521	2.05671	6.12964	1.76222	4.52664	2.38647	5.20317
PTETEGNP06331	PTETEGNP08774	7.61661	2.37587	5.58437	1.67635	3.2649	1.6206	3.37338	1.66848	3.35959	1.45668	3.89558	1.76114	5.26746	2.31509	4.65245	1.82261	5.87029	2.71654	4.64922	1.70812	5.44349	2.23405	5.57403	2.30916	6.7392	2.62832
PTETEGNP06334	PTETEGNP08771	3.84819	1.31294	3.20414	1.13412	6.36389	1.38816	6.4993	1.31673	5.33444	1.33151	5.63408	1.01309	6.32111	0.955257	5.36974	1.14782	5.07591	1.31167	4.81982	1.106	5.26723	1.44511	5.98479	1.38882	3.62557	1.05785
PTETEGNP06335	PTETEGNP08769	113.46	103.629	60.1991	86.3265	113.099	111.756	93.1513	114.503	137.406	122.7	101.505	131.808	101.686	84.3216	77.49	100.129	108.355	80.4758	62.6197	93.6122	97.5067	92.4716	75.32	97.5298	74.9265	95.662
PTETEGNP06337	PTETEGNP08766	2.48455	1.40734	1.90406	1.48584	4.50611	3.44014	3.85593	3.39464	4.08863	5.37078	3.52488	4.97128	3.54089	4.72638	4.40858	4.14524	3.28059	4.26504	4.99831	4.17583	2.91931	3.77773	2.59765	2.38724	3.60102	4.71046
PTETEGNP06340	PTETEGNP08764	121.95	108.858	141.34	142.162	232.487	234.65	278.607	257.983	219.898	191.342	232.781	209.724	216.115	182.803	218.608	175.437	195.514	162.857	195.539	153.449	237.003	138.56	234.245	148.337	189.223	165.065
PTETEGNP06341	PTETEGNP08762	3.44667	3.70891	3.62418	3.01096	6.84177	4.49676	6.80308	4.79403	11.6559	6.64942	11.3311	7.77305	9.20469	5.72068	11.7696	7.01428	1.49013	1.07383	1.69293	1.54408	2.15944	1.8684	1.77412	1.79459	1.30428	1.16043
PTETEGNP06342	PTETEGNP08761	2.55922	7.4768	1.87205	5.55944	2.04291	5.97444	1.66923	4.61374	2.68459	5.86528	1.74608	4.259	2.3532	7.57891	2.0612	5.11814	2.92531	9.06407	2.33624	5.19219	2.61787	6.10011	2.10469	4.26784	1.92442	4.59123
PTETEGNP06343	PTETEGNP08760	1.32788	0.400109	1.43188	0.562317	1.52649	2.18319	1.6722	2.42263	2.22269	2.0738	1.50596	2.27529	1.94837	1.51218	2.07922	2.71195	2.87863	1.57072	3.21225	2.24301	3.15928	1.5641	2.22956	1.93862	3.44694	2.89859
PTETEGNP06345	PTETEGNP08759	2.00407	1.68782	1.27656	1.20126	2.00089	1.87756	1.01947	1.57134	2.28282	2.97701	2.14199	2.24099	2.19664	3.23259	2.05261	2.79496	3.81014	2.75219	3.40781	2.22989	4.49354	2.81583	2.14402	2.30912	1.90757	2.66386
PTETEGNP06346	PTETEGNP08757	1.14138	8.44643	0.353942	6.61257	0.298895	6.86345	0.959028	6.12115	0.831104	6.0465	0.838806	4.14263	0.85767	5.73023	0.420235	5.55135	0	6.07176	0.11285	6.456	0.236522	22.5239	0	11.2321	0.30036	11.0712
PTETEGNP06348	PTETEGNP08756	8.70629	8.41311	5.53812	7.30091	10.2344	16.9782	9.37496	17.3865	9.55225	19.1582	9.17181	16.7613	5.62552	15.2488	6.198	19.9518	1.12492	3.24321	2.18823	3.22559	3.33414	5.12507	2.08416	4.40622	1.52947	3.44538
PTETEGNP06349	PTETEGNP08754	3.9015	3.1477	2.88379	2.51665	7.60372	4.18722	7.40707	3.58861	8.78966	7.07091	7.72226	6.26874	9.78146	6.69599	8.17277	6.71387	5.39263	2.22942	4.25698	2.22179	3.6682	2.59497	3.59665	1.89454	2.79026	2.34797
PTETEGNP06350	PTETEGNP08753	1.73761	0.676386	1.42088	0.462945	1.5395	0.640534	1.30125	0.74547	1.86495	0.860647	1.74616	0.785125	1.85366	1.06024	1.71118	0.92457	2.1717	1.00967	1.59389	0.950134	2.44603	1.1793	1.61878	0.865547	1.68376	1.08599
PTETEGNP06351	PTETEGNP08752	4.62943	1.289	3.76564	0.71485	5.23431	2.04711	2.09855	0.848434	2.32818	2.09674	2.2972	0.697746	1.15818	0.696698	2.58223	2.80355	1.90558	1.63874	2.7162	0.861893	2.05838	2.51282	2.43856	0.742817	2.02134	1.51572
PTETEGNP06352	PTETEGNP08751	1.85966	0.624949	1.45823	0.915412	2.6797	1.32892	1.9542	1.28531	1.81329	1.83225	2.14252	1.77494	1.77155	1.46428	2.38506	1.26881	0.588024	1.38514	0.96525	1.24479	1.9212	0.804122	1.63093	0.857714	1.07326	1.24563
PTETEGNP06354	PTETEGNP08749	0.448584	0.375559	0.309032	0.296419	0.483652	0.357482	0.433508	0.258706	0.654375	0.422738	0.419665	0.445358	0.385364	0.357838	0.599013	0.369761	0.317273	0.509307	0.347116	0.367142	0.694684	0.754571	0.475395	0.458715	0.520115	0.489064
PTETEGNP06358	PTETEGNP08748	0.909246	0.0410448	0.313322	0	92.3427	29.0541	78.5028	29.3328	43.8891	18.4287	36.4949	17.1807	32.8307	18.0297	30.3668	15.7831	2.60349	0.647672	2.19877	0.246267	1.46595	0.328568	1.84285	0.267742	1.73546	0.182146
PTETEGNP06360	PTETEGNP08746	0.488135	0.171961	0.381573	0.196476	1.09089	0.236646	1.01727	0.254628	1.17531	0.251443	1.18688	0.17825	1.33207	0.238158	1.24083	0.243346	1.51696	0.144648	1.1372	0.264516	1.5125	0.386421	1.72359	0.435052	0.752909	0.242301
PTETEGNP06361	PTETEGNP08745	16.0087	9.14313	13.4196	11.3448	25.1882	19.4609	20.1767	16.1032	22.8379	20.6699	17.0964	14.9984	20.2013	32.5517	16.5951	20.9623	12.8787	21.7845	15.8341	17.7185	18.9996	19.1857	12.3441	11.0166	9.34981	11.5863
PTETEGNP06363	PTETEGNP08742	0.412746	0.990627	0.436451	1.05433	1.21769	1.30006	1.90923	1.34343	1.23811	1.56805	1.12858	1.60434	1.00685	1.31113	1.73164	2.49374	0.638782	0.56751	0.83702	0.865659	1.42889	1.01133	1.1244	0.774834	1.30145	0.849525
PTETEGNP06365	PTETEGNP08741	4.10009	0	3.94974	0	2.97995	0.0779195	3.31879	0.106669	3.17574	0.0912484	2.00815	0	4.79192	0	2.6653	0	5.93	0	1.21955	0	1.95864	0.275377	1.88617	0.267246	1.81775	0
PTETEGNP06366	PTETEGNP08740	0.24656	0	0.0718352	0.0263835	1.38425	0.278807	0.655104	0.64905	1.17998	0.221403	1.50705	0.325434	1.04244	0.115062	2.0395	0.465405	1.15775	0.0350806	1.64241	0.136906	1.54729	0.0758561	1.21769	0	2.177	0.0982421
PTETEGNP06368	PTETEGNP08739	3.07491	4.15061	3.5469	4.32218	9.28302	7.18672	12.0617	8.05548	6.93925	5.10936	8.27978	5.56158	4.83056	3.6452	7.39457	3.45621	1.55814	1.8401	2.19674	1.91596	1.31107	1.9361	1.87178	2.19104	2.77634	2.60994
PTETEGNP06369	PTETEGNP08735	71.4622	145.074	66.0779	135.129	67.073	119.469	52.0146	98.9473	43.3814	89.3782	41.1075	81.861	40.6021	74.9263	48.7976	85.0105	38.0462	78.0268	79.2919	132.351	55.8851	91.2775	49.4208	74.3827	54.4086	90.8568
PTETEGNP06372	PTETEGNP08731	5.15151	38.0573	4.17005	47.5347	2.30964	23.0535	1.6039	20.6127	3.88114	27.358	2.23593	23.7973	2.7004	17.2406	3.33674	22.1852	3.01031	11.4419	2.24792	15.5447	1.68959	6.32176	1.07957	8.11108	1.85842	11.3701
PTETEGNP06373	PTETEGNP08730	43.0626	90.5633	49.3488	91.2756	27.5127	79.0354	32.0849	92.7815	33.0648	137.067	41.9242	165.01	21.3823	51.1122	23.4885	66.4074	9.36691	20.7497	11.5873	20.5429	20.0365	15.158	23.1384	20.8504	13.807	25.3806
PTETEGNP06374	PTETEGNP08729	0.314712	2.0655	0.314542	2.36998	0.612458	4.2941	0.584846	3.81178	0.331006	3.15316	0.344014	2.7735	0.548819	5.06025	0.394251	3.11124	0.417735	7.14629	0.80946	4.03037	0.942182	8.92133	0.87247	7.7976	1.09068	5.71224
PTETEGNP06375	PTETEGNP08725	662.129	614.226	734.824	593.865	481.812	322.988	428.859	256.571	387.451	286.959	385.656	228.444	313.765	226.333	381.814	211.851	360.199	222.903	374.936	209.241	467.849	278.568	428.41	206.978	470.481	236.371
PTETEGNP06376	PTETEGNP08724	5.81507	3.08342	13.1176	3.73829	22.3544	29.1776	36.5532	38.1656	17.4902	26.3492	28.2424	36.6608	23.1815	43.102	37.729	47.769	26.4706	51.071	41.962	73.8633	20.8535	42.8805	30.6605	53.5634	38.3652	69.598
PTETEGNP06378	PTETEGNP08723	1.65911	0.409003	1.09892	0.388455	2.8866	0.853024	2.1883	0.638503	2.59995	1.13858	2.9393	1.14571	6.351	0.386464	2.20655	0.480452	5.88085	0.190046	1.55709	0.277434	3.72539	0.390807	2.96745	0.246831	1.8966	0.303764
PTETEGNP06379	PTETEGNP08720	450.674	639.506	525.376	686.182	400.1	516.97	421.185	513.434	379.523	476.296	406.947	494.192	372.519	467.651	399.596	502.287	355.314	485.868	429.263	601.857	467.384	602.681	479.943	611.127	493.01	651.411
PTETEGNP06380	PTETEGNP08719	7.21802	2.10848	7.53215	2.04814	10.2576	2.83164	9.63784	3.65003	13.3749	3.85685	13.223	3.78677	13.6764	9.9855	12.5628	6.72379	15.0002	17.2505	9.5004	8.76434	14.9508	10.2464	15.6122	10.0972	9.87766	18.6681
PTETEGNP06381	PTETEGNP08718	3.11349	6.25302	2.66912	7.82357	10.0362	6.64004	9.64203	7.06881	13.1896	7.92455	12.3999	10.8485	16.8986	10.6014	13.6999	11.8945	3.55805	6.54192	3.09095	7.4699	3.41708	7.27359	3.12515	9.82549	3.04389	7.43939
PTETEGNP06383	PTETEGNP08717	0.655335	1.84192	0.560675	2.14137	1.44205	3.79019	2.2345	5.34122	1.01849	2.65496	1.25092	3.82541	0.501253	1.95205	1.88119	3.71172	0.517999	1.12037	0.748747	2.83307	0.791471	2.18876	0.710645	3.8582	0.808542	4.30103
PTETEGNP06384	PTETEGNP08716	5.4229	0.610359	3.66565	0.0649267	9.45721	1.41342	6.15853	1.77135	11.6613	2.37063	7.30296	1.08655	7.91402	0.56541	7.52186	1.45836	10.49	0.783528	5.59889	0.714475	9.97906	1.64719	7.96183	0.36448	6.12383	0.327195
PTETEGNP06386	PTETEGNP08715	70.6471	68.1444	53.6528	55.7579	65.7026	60.8234	58.0353	60.951	78.137	79.9027	66.4089	80.7247	42.6245	54.1974	48.2314	50.2504	36.1025	50.8931	42.3697	48.1854	44.5971	50.792	38.3676	48.9417	41.076	47.076
PTETEGNP06387	PTETEGNP08714	2.51759	2.83292	2.31249	2.98777	3.0315	3.87498	3.78099	4.83697	2.48904	3.63768	2.69095	3.91271	2.65639	4.31949	3.09373	3.62349	2.89256	4.57894	3.05165	3.47353	5.08783	7.30028	4.72277	8.05926	4.2909	3.33079
PTETEGNP06389	PTETEGNP08712	2.38392	2.11706	1.66986	2.06686	2.24178	2.47523	2.3146	2.11716	2.86546	2.86204	2.47618	2.24859	3.14272	5.75352	2.3795	2.79937	3.02454	4.94096	2.66787	2.73613	4.06397	4.96707	2.77841	3.6266	2.20923	2.47785
PTETEGNP06390	PTETEGNP08711	19.8675	28.2329	14.7956	19.0285	20.5486	20.7832	18.6167	17.9774	22.5711	31.6049	19.8063	29.9528	16.348	30.4589	18.9729	22.3574	14.0714	25.4816	16.3542	16.8724	18.5179	22.5472	15.2944	19.7218	15.818	16.2301
PTETEGNP06391	PTETEGNP08710	123.381	87.7666	116.239	74.9255	73.7972	57.6473	81.7167	52.299	28.3328	30.2289	38.695	31.1703	42.6106	32.8833	48.897	37.4467	38.9373	34.9451	46.2323	36.0088	109.427	85.294	123.43	83.8506	50.7959	33.0694
